OBJECTID,Join_Count,TARGET_FID,JOIN_FID,COUNT_,SUM_Acres_Restored,CODE,Project_Number,Project_Name,Treatment_ID,Year_Start,Year_End,COMPLETION_DATE,longitude,latitude,State,County,Database_,Site_Name,Refuge_Name,FS_UNIT_NAME,Acres_Restored,Activity,Management_Type,Subcategory,Treatment,Project_Description,Landowner_type,Lead_Organization,Federal_Project_Partner,non_federal_partners,PARTNER_NAME,Species_mentioned,Plant_species,AFFECTED_Z,Notes,DFP_Notes,Shape__Area,Shape__Length
4374,1,1101,1138,1,6,PADUS523,,,,2020,,,-115.50551116,45.3765267,ID,,PADUS,Mackay Bar Corporation,,,6,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 04 - Intermountain Region,,,,,,,,lat/long is centroid of county,0.00485277415373275,0.265343852292749
4375,1,1102,3022,1,469,PADUS2407,,,,2017,,,-120.09714793,39.58561634,CA,,PADUS,Babbitt Peak Portfolio Site Easement,,,469,Conservation,Easement,GAP Status- 2,,,PVT,The Nature Conservancy,,,,,,,,lat/long is centroid of county,0.00442965519550853,0.2512709846791
4376,1,1103,8415,1,1143,ORWRI502,16882,Union County Yellow Starthistle Survey & Control,,2013,2014,,-117.89041,45.409,OR,Union,ORWRI,Gasset Bluff-Grande Ronde River,,,1143,Maintenance,Upland,Upland invasive plant control,Treatment of upland plants consisted of Milestone application to recorded polygons within program containment areas.,Upland treated for non-native or noxious plant species,,Tri-County Cooperative Weed Management Area,,Tri-County Cooperative Weed Management Area,,,,,,lat/long is centroid of county,0.00485404947039569,0.265360542961436
4377,1,1104,3998,1,,LTDL129,20476,Whiskey Wildfire LBF2 2017,50519,2018,,,-113.366332302,42.8154238930001,ID,Blaine,LTDL,,,,,Restoration,Herbicide/Weeds/Chemical,Weeds,Noxious Weeds: Weed Control,"Objective: Diffuse knapweed, scotch thistle, and rush skeleton weed are the primary weeds of concern in the burn\r\narea. It is expected that these weeds would expand their range as a result of the fire. Since these weed species are\r\nnot uniformly distr",Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00465162062164381,0.258759692582123
4378,1,1105,4374,35,7.184,MCD386,,,,2015,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 10139,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4379,1,1105,4573,35,7.184,MCD575,,,,2015,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 12347,,,0.017,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4380,1,1105,4598,35,7.184,MCD600,,,,2015,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 12471,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4381,1,1105,4606,35,7.184,MCD792,,,,2016,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 12552,,,0.008,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4382,1,1105,4616,35,7.184,MCD810,,,,2016,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 12637,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4383,1,1105,4642,35,7.184,MCD866,,,,2016,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 12833,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4384,1,1105,4676,35,7.184,MCD786,,,,2016,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 13128,,,0.017,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4385,1,1105,4785,35,7.184,MCD963,,,,2016,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 14163,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4386,1,1105,4880,35,7.184,MCD1051,,,,2016,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 15262,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4387,1,1105,4982,35,7.184,MCD1309,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 15981,,,0.017,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4388,1,1105,5077,35,7.184,MCD1404,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 16991,,,0.008,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4389,1,1105,5090,35,7.184,MCD1417,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 17096,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4390,1,1105,5108,35,7.184,MCD1428,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 17339,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4391,1,1105,5145,35,7.184,MCD1472,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 17963,,,0.017,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4392,1,1105,5162,35,7.184,MCD1489,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 18141,,,0.008,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4393,1,1105,5164,35,7.184,MCD1491,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 18178,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4394,1,1105,5171,35,7.184,MCD1498,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 18230,,,0.008,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4395,1,1105,5397,35,7.184,MCD1800,,,,2018,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 19844,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4396,1,1105,5400,35,7.184,MCD1814,,,,2018,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 19910,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4397,1,1105,5410,35,7.184,MCD1841,,,,2018,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 20026,,,0.008,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4398,1,1105,5465,35,7.184,MCD1937,,,,2018,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 20477,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4399,1,1105,5474,35,7.184,MCD1951,,,,2018,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 20593,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4400,1,1105,5541,35,7.184,MCD1947,,,,2018,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 21557,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4401,1,1105,5542,35,7.184,MCD1948,,,,2018,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 21558,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4402,1,1105,5695,35,7.184,MCD174,,,,2014,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 8960,,,0.008,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4403,1,1105,5735,35,7.184,MCD257,,,,2014,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 9612,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4404,1,1105,5744,35,7.184,MCD266,,,,2014,,,-121.892901,37.64626936,CA,Alameda,MCD,Monarch Waystation 9655,,,0.008,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4405,1,1105,6173,35,7.184,MCD2179,,,,2019,,,-121.892901,37.64626936,CA,Alameda,MCD,Callippe Preserve Golf Course,,,1,Enhancement,Increase Milkweed to Enhance Habitat and Nectar Resources,Planting,,,,Callippe Preserve Golf Course,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4406,1,1105,6186,35,7.184,MCD2173,,,,2019,,,-121.892901,37.64626936,CA,Alameda,MCD,Claremont Country Club,,,1,Enhancement,Increase Milkweed to Enhance Habitat and Nectar Resources,Planting,,,,Claremont Country Club,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4407,1,1105,6229,35,7.184,MCD1598,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Las Positas Golf Course,,,1,Enhancement,Increase Milkweed to Enhance Habitat and Nectar Resources,Planting,,,,Las Positas Golf Course,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4408,1,1105,6244,35,7.184,MCD1590,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,Metropolitan Golf Links,,,1,Enhancement,Increase Milkweed to Enhance Habitat and Nectar Resources,Planting,,,,Metropolitan Golf Links,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4409,1,1105,6256,35,7.184,MCD1091,,,,2016,,,-121.892901,37.64626936,CA,Alameda,MCD,Ohlone Community College,,,0.002,Enhancement,Increase Milkweed to Enhance Habitat and Nectar Resources,Planting,,,Public,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4410,1,1105,6310,35,7.184,MCD2117,,,,2019,,,-121.892901,37.64626936,CA,Alameda,MCD,The Course at Wente Vineyards,,,1,Enhancement,Increase Milkweed to Enhance Habitat and Nectar Resources,Planting,,,,The Course at Wente Vineyards,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4411,1,1105,6314,35,7.184,MCD1587,,,,2017,,,-121.892901,37.64626936,CA,Alameda,MCD,The New Village School,,,0.002,Enhancement,Increase Milkweed to Enhance Habitat and Nectar Resources,Planting,,,Public,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4412,1,1105,6318,35,7.184,MCD2111,,,,2019,,,-121.892901,37.64626936,CA,Alameda,MCD,Tilden Park Golf Course,,,1,Enhancement,Increase Milkweed to Enhance Habitat and Nectar Resources,Planting,,,,Tilden Park Golf Course,,,,Monarch,,,,lat/long is centroid of county,0.00431189055188952,0.247257068505878
4413,1,1106,8534,2,80,ORWRI626,19151,Fairclo Juniper Removal,,2016,2016,,-121.61373225,42.20007616,OR,Klamath,ORWRI,The Gap-Lost River,,,45,Maintenance,Upland,Upland vegetation management,,"Upland treated for juniper by clearing, burning, thinning, or removal",,Private Landowner,,Private Landowner,,,,,,lat/long is centroid of county,0.00460446156830585,0.257131579276258
4414,1,1106,8604,2,80,ORWRI697,19266,Brown Spring Juniper Removal,,2016,2018,,-121.58423162,42.20545927,OR,Klamath,ORWRI,The Gap-Lost River,,,35,Maintenance,Upland,Upland vegetation management,,"Upland shrubs or herbaceous vegetation planted/reseeded; Upland treated for juniper by clearing, burning, thinning, or removal",,Private Landowner,,Private Landowner,,,,,,lat/long is centroid of county,0.00460446156830585,0.257131579276258
4415,1,1107,983,1,78,PADUS368,,,,2020,,,-116.65803031,33.65592759,CA,,PADUS,Riverside County,,,78,Conservation,Easement,GAP Status- 2,,,PVT,Forest Service Region 05 - Pacific Southwest Region,,,,,,,,lat/long is centroid of county,0.00410674042336723,0.240221998893525
4416,1,1108,505,1,2.5,XS47,,,,2020,2020,,-121.2454259,36.24220871,CA,Monterey,XS,,,,2.5,Enhancement,,Planting,,"Xerces habitat kit, agriculture",,Xerces Society,,,,Pollinator,,,,,0.00423640817052728,0.244674900711832
4417,1,1109,1385,1,181,PADUS770,,,,2020,,,-123.91167985,46.59687535,WA,,PADUS,"Wetlands Reserve Program (WRP), Pacific, Washington",,,181,Conservation,Easement,GAP Status- 2,,,PVT,Admin State WA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00495755357360395,0.268617418702844
4418,1,1110,4274,2,10.18,MCD1688,,,,2018,,,-109.240528,33.21498836,AZ,Greenlee,MCD,PFW-1619350,,,5.1,Conservation,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Protect as Easement,,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00408723888335771,0.23955922678412
4419,1,1110,6040,2,10.18,MCD1684,,,,2018,,,-109.240528,33.21498836,AZ,Greenlee,MCD,PFW-1606789,,,5.08,Maintenance,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Conservation Grazing,,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00408723888335771,0.23955922678412
4420,1,1111,1469,1,60,PADUS854,,,,2020,,,-112.9678518,44.23183515,ID,,PADUS,"Wetlands Reserve Program (WRP), Clark, Idaho",,,60,Conservation,Easement,GAP Status- 2,,,PVT,Admin State ID,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00475854117212293,0.262293363732632
4421,1,1112,3254,1,288,FS2288,,,,2021,2021,,-119.494468227,38.4492025262,CA,Mono,FS,041702_MillCanyon_pileburn_FY2021,,HUMBOLDT-TOIYABE NATIONAL FOREST,288,Maintenance,Fuels,Prescribed Fire,,041720_MillCanyon_pileburn_FY2021,,Forest Service,Forest Service,,,,,,,lat/long is centroid of county,0.00436010289104161,0.248911219367046
4422,1,1113,6377,1,21,FS2113,,,,2021,2021,,-112.121818847,35.1352368767,AZ,Coconino,FS,030701 2021 McDougal Spring Meadow Restoration,,KAIBAB NATIONAL FOREST,21,Restoration,Meadow,Meadow Restoration,,030701 2021 McDougal Meadow Restor,,Forest Service,Forest Service,,,,,,,lat/long is centroid of county,0.00417895604891783,0.24272078148316
4423,1,1114,3411,3,52,FS1124,,,,,2018,11/7/2018,-121.3050464,45.68479446,OR,Wasco,FS,0622 Rowena Dell Pile RD FY 19,,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,1,Maintenance,Fuels,Prescribed Fire,062 Rowena Dell Pile RX FY19,Hazardous Fuels Reduction,,,,,,Pollinator,,0622 Rowena Dell Pile RX FY19 HAB AZ,,Lat/long is centroid of polygon,0.00487745318196176,0.266080097868093
4424,1,1114,3512,3,52,FS1227,,,,,2015,9/30/2015,-121.3204983,45.66734943,OR,Wasco,FS,Wagon Road Burn,,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,5.0116,Maintenance,Fuels,Prescribed Fire,061201 2019 OSB HandMeadow 18,Partnerships with monetary contributions,,,,,National Wild Turkey Federation,Pollinator,,Wagon Road Burn Affected Zone,,Lat/long is centroid of polygon,0.00487745318196176,0.266080097868093
4425,1,1114,3513,3,52,FS1228,,,,,2015,9/30/2015,-121.3204983,45.66734943,OR,Wasco,FS,Wagon Road Burn,,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,45.9884,Maintenance,Fuels,Prescribed Fire,Integrated Underburning,OBSOLETE-Hazardous Fuel Reduction,,,,,,Pollinator,,Wagon Road Burn Affected Zone,,Lat/long is centroid of polygon,0.00487745318196176,0.266080097868093
4426,1,1115,8908,4,10.217,FS881,,,,,2019,10/20/2019,-122.5782801,42.91767728,OR,Jackson,FS,061024_Huckleberry Planting_2020,,ROGUE RIVER-SISKIYOU NATIONAL FORESTS,6.01,Enhancement,Veg Mgmt,Planting,061208 2019 Denzer Meadow Mow,Vegetation and Watershed Mgt,,,,,,Pollinator,,061024_Huckleberry Planting_2020,,Lat/long is centroid of polygon,0.00465859619953335,0.258919881861429
4427,1,1115,8909,4,10.217,FS882,,,,,2019,10/20/2019,-122.5782801,42.91767728,OR,Jackson,FS,061024_Huckleberry Planting_2020,,ROGUE RIVER-SISKIYOU NATIONAL FORESTS,0.601,Enhancement,Veg Mgmt,Planting,Hucl]kleberry Planting 2020,Partnerships with non-monetary contributions,,,,,,Pollinator,,061024_Huckleberry Planting_2020,,Lat/long is centroid of polygon,0.00465859619953335,0.258919881861429
4428,1,1115,8910,4,10.217,FS883,,,,,2019,10/20/2019,-122.5782801,42.91767728,OR,Jackson,FS,061024_Huckleberry Planting_2020,,ROGUE RIVER-SISKIYOU NATIONAL FORESTS,2.404,Enhancement,Veg Mgmt,Planting,R060101 Meadow Restoration 15 acre,Reimbursables - NFS - External (non-Federal),,,,,,Pollinator,,061024_Huckleberry Planting_2020,,Lat/long is centroid of polygon,0.00465859619953335,0.258919881861429
4429,1,1115,8911,4,10.217,FS884,,,,,2019,10/20/2019,-122.5782801,42.91767728,OR,Jackson,FS,061024_Huckleberry Planting_2020,,ROGUE RIVER-SISKIYOU NATIONAL FORESTS,1.202,Enhancement,Veg Mgmt,Planting,Hucl]kleberry Planting 2020,Partnerships with monetary contributions,,,,,,Pollinator,,061024_Huckleberry Planting_2020,,Lat/long is centroid of polygon,0.00465859619953335,0.258919881861429
